Nombre,Ubicacion,Url,Salario,Modalidad,Descripcion
Arquitecto De Datos - Sector Financiero/Bancario,None,/arquitecto-de-datos-sector-financiero-bancario-en-puerto-quito-ID-1289871,None,None,"Buscamos un Arquitecto de Datos con experiencia comprobada en el diseno e implementacion de soluciones de procesamiento de datos en NRT utilizando Spark . El candidato ideal debera disenar y construir arquitecturas escalables y realizar la integracion de sistemas complejos para satisfacer las necesidades de negocio.Es una posicion hibrida en la ciudad de Quito, Ecuador, en donde seras asignado/a a uno de nuestros clientes mas importantes en el sector financiero/bancario de Latinoamerica. Trabajaras en un entorno agil, con un equipo increible en la implementacion de productos de software de clase mundial. Minimo 3 anos de experiencia en arquitectura de datos. Experiencia demostrable con Apache Spark y plataformas de datos al menos 3 anos. Conocimiento en la creacion y mantenimiento de flujos de datos en NRT en al menos 3 proyectos comprobables de complejidad media o alta con gran volumen de datos. Familiaridad con la gobernanza de datos y la seguridad de la informacion. Habilidad para trabajar en entornos agiles y dinamicos. Excelentes habilidades de comunicacion y trabajo en equipo. Deseables: Certificacion Oracle DBA / MCSA SQL Server Administrator / DB2 DBA for Unix Linux & Windows. Certificados relacionados con Arquitectura de solucion y/o Arquitectura de Software. Responsabilidades Disenar e implementar soluciones de procesamiento de datos en NRT y por lotes utilizando Spark. Optimizar y mantener flujos de datos para garantizar su eficiencia y confiabilidad. Colaborar con equipos multidisciplinarios para integrar sistemas y desarrollar soluciones de datos robustas. Asegurar la integridad y la seguridad de los datos, aplicando las mejores practicas y estandares de la industria. Proporcionar mentoria y acompanamiento a otros miembros del equipo. Cocreacion y despliegue de flujos de datos en Spark via CI/CD Un contrato estable a largo plazo. Entrenamiento continuo. Seguro de Salud Privado. Trabajaras con algunos de los ingenieros de software mas talentosos de America Latina y los EEUU, haciendo un trabajo desafiante y software de clase mundial."
"It Onsite Technician (Quito, It Support, Part Time, Contractor, Spanish)",None,/it-onsite-technician-quito-it-support-part-time-contractor-spanish-en-puerto-quito-ID-1289873,None,None,"D-ploy is an IT and Engineering Solutions company with operations throughout the EMEA region including Switzerland, Germany, Czech Republic, Austria, UK, as well as the USA. We pride ourselves on delivering innovative and superior services and solutions to numerous industry-leading clients. By building relationships and trusted partnerships within the IT community, we optimize our customer's IT productivity and contribute to the organization's success and value.We are interested in talking to engaging, flexible, and solution-oriented individuals who are looking to become a part of a dynamically growing and international organization. We are focused on creating value where IT counts, join usFor the position, we are currently looking for a professional working for us on a contractor base and for a limited amount of hours per week (20 hours) Tasks and Responsibilities Provide technical and troubleshooting assistance related to computer hardware and software, mobile devices and other tech tools and products First and second level technical support – calls/tickets/user interaction Provide prompt responses to IT related questions from end-users Reliable documentation of all end-user interactions in customer ticket system 'Service Now' (e.g., incidents, requests) Create, maintain, utilize knowledge articles Provide IT onboarding trainings to new starters Contribute to continuous improvement initiatives Language skills: fluent English and Spanish, other languages are a plus 2+ years of experience in a similar role Strong problem solving/analytical abilities Excellent communication skills and customer orientation Attention to detail and ability to multi-task, handling multiple stakeholders Ability to prioritize and willingness to work self-sufficiently and well organized Team player and supportive personality Experience in regulated IT environments is a plus (e.g. GxP) All candidates must provide a Criminal record not older than 3 months Broad range of activities, tasks, and projects Flexible working conditions Fishing for Friends program – our referral program Further development and professional advancement Friendly and international working environment Company-sponsored events Is IT in your DNA"
Senior Data Scientist - Sector Financiero/Bancario,None,/senior-data-scientist-sector-financiero-bancario-en-puerto-quito-ID-1289877,None,None,"Eres apasionado por los datos y quieres formar parte de un equipo dinamico que transforma desafios en oportunidades mediante la ciencia de datos Unete a nosotros como Senior Data Scientist y lleva tus habilidades al siguiente nivel Trabaja en un entorno hibrido en Quito, Ecuador. Experiencia avanzada 4+ anos en Python y PySpark, con capacidad para implementar soluciones escalables y trabajar con Big Data. Conocimientos solidos en SQL, probabilidad y estadistica, con experiencia en analisis y limpieza de datos. Dominio en el desarrollo de modelos de Machine Learning, aplicando tanto algoritmos supervisados (clasificacion, regresion) como no supervisados (clustering, reduccion de dimensionalidad). Habilidad para realizar mineria de datos y analisis exploratorio, detectando patrones y oportunidades de mejora. Mentalidad analitica y orientada a resultados, con habilidades para comunicar hallazgos a equipos tecnicos y no tecnicos. Funciones Disenar y desarrollar modelos avanzados de Machine Learning supervisados y no supervisados, resolviendo problemas empresariales clave con algoritmos de vanguardia. Extraer insights accionables de grandes volumenes de datos mediante tecnicas de analisis, mineria y visualizacion, apoyando la toma de decisiones estrategicas. Procesar y transformar datos complejos utilizando herramientas como PySpark y SQL para asegurar su calidad y disponibilidad. Optimizar procesos de datos mediante soluciones innovadoras que mejoren la eficiencia y reduzcan costos. Trabajar estrechamente con equipos multidisciplinarios, conectando tecnologia y negocio para maximizar el impacto de tus soluciones. Un contrato estable a largo plazo. Entrenamiento continuo. Seguro de Salud Privado. Trabajaras con algunos de los ingenieros de software mas talentosos de America Latina y los EEUU, haciendo un trabajo desafiante y software de clase mundial."
Tecnico En Climatizacion,None,/tecnico-en-climatizacion-en-guayaquil-ID-1289602,None,None,"perfil edad de 18 a 25 anosestudios tecnico en climatizacion o carreras afines experiencia de 1 a 2 anoscompetencias: puntualidad, responsabilidad, pro actividad beneficios de ley y pago de horas extras enviar hoja de vida al siguiente correo: ******"
Operador De Fumigacion,None,/operador-de-fumigacion-en-guayaquil-ID-1289605,None,None,Requisitos indispensables:Licencia tipo B Tener titulo de BachillerBuena caligrafia para llenar los reportes Debe tener conocimiento de carreteras a nivel nacionalDisponibilidad para horarios nocturnos y viajes a nivel nacionalDebe tener experiencia en manejo en la ciudad y en las carreterasMovilizacion propia para que pueda desplazarse desde su domicilio hasta la empresa.
Asistente De Sistemas,None,/asistente-de-sistemas-en-quito-ID-1289617,None,None,"IBS CORAL esta creciendo, nos encontramos en la busqueda de un:Asistente de Sistemas - Quito - Sector Norte Vacantes (1) Experiencia 6 meses a 1 ano de experiencia como Asistente/Auxiliar de Sistemas.Conocimiento de mantenimiento correctivo y preventivo, configuracion de equipos, Help Desk, servidores...Importante residir al norte de Quito.Beneficios Sueldo $460.00 + bonificacion por cumplimiento, capacitacion continua y oportunidades de crecimiento.Tu futuro, junto a nosotros."
Asistente De Sistemas Jr.,None,/asistente-de-sistemas-jr-en-quito-ID-1289661,None,None,"Requisitos:- Licenciatura, Tecnologia o recien egresado en Sistemas y Redes, Mecatronica o afines.- Experiencia laboral en trabajos afines de seis meses minimo.- Practica de gestion tecnica operativa que aporte valor y soluciones.- Aspiracion a aprender sobre maquinaria y su funcionamiento.- Dominio Avanzado en Excel.Principales Funciones:- Soporte a la Red.- Instalacion de equipos informaticos y telecomunicaciones.- Mantenimiento de equipos informaticos.- Soporte a usuarios de la empresa.- Otras actividades inherentes al departamento.Pretension salarial: SBU, mas extras e indicadores USD$ 600.00"
Soporte Tecnico - Ibarra,None,/soporte-tecnico-ibarra-en-ibarra-ID-1289670,None,None,"Empresa lider en soluciones tecnologicas innovadoras, busca un Tecnico de Soporte altamente capacitado para garantizar la instalacion, mantenimiento y soporte tecnico de nuestros sistemas de seguridad, como camaras de videovigilancia, controles de acceso y redes tecnologicas.Si eres apasionado por la tecnologia y tienes experiencia en equipos de seguridad, unete a nuestro equipo de expertos.*Responsabilidades:*Instalar y configurar camaras de seguridad (IP y analogicas), sistemas de videovigilancia (DVR, NVR) y controles de acceso, etc.Realizar diagnosticos y solucionar problemas tecnicos de los equipos instalados.Brindar soporte tecnico remoto y presencial a los clientes.Realizar mantenimientos preventivos y correctivos de los sistemas de seguridad.Capacitar a los usuarios en el uso y manejo de los equipos instalados.*Requisitos:*Formacion academica: Tecnologo o Ingeniero en Electronica, Ingenieria Electrica, Tecnologias de la Informacion.Experiencia: Minimo 2 anos en soporte tecnico de equipos de seguridad tecnologica.Conocimientos tecnicosDiagnostico y reparacion de equipos electronicos.Sistemas de energia electrica para equipos de seguridad, etc.*Ofrecemos:*Beneficios de ley y corporativos.Seguro privado.Capacitacion continua.Oportunidades de crecimiento profesional en un sector en constante evolucion."
"Tencnicos Instaladores De Redes De Cableado Estructurado Y Redes Electricas ,",None,/tencnicos-instaladores-de-redes-de-cableado-estructurado-y-redes-electricas-en-quito-ID-1289697,None,None,"Se busca tecnicos instaladores de redes de cableado estructurado y redes electricas , se requiere conocimiento en instalacion de tuberia conduit y rigida, bandeja portacable, paso de cable y de preferencia experiencia en instalacion de fibra optica y conectorizacion de cable UTP/FTP.Se requiere disponibilidad inmediata para incorporarse al proyecto, favor enviar CV hasta el 15/ 0 1/ 2 0 2 5Importante enviar la hoja de vida al correo ******"
Asistentemarketing Digital,None,/asistentemarketing-digital-en-quito-ID-1289703,None,None,"Estamos en busqueda de un talento junior en el area de marketing para unirse a nuestro equipo.Buscamos una persona comprometida y con habilidades en marketing digital, que quiera desarrollarse profesionalmente.Brindar soporte en el area de ventas, servicio al cliente y ejecucion de estrategias digitales.Responsabilidades:• Apoyar en la ejecucion de estrategias de ventas digitales• Copywriting y email marketing para campanas digitales.• Brindar soporte en ventas y atencion al cliente, asegurando una experiencia positiva para los usuarios.Requisitos:• Formacion en MarketingRequisitos indispensables:• Experiencia comprobable en el manejo de Adobe Creative Suite (Photoshop, Illustrator, Premiere, entre otros).• Experiencia en puntaje y creacion de contenido creativo para redes sociales, paginas web y campanas publicitarias.• Habilidad en la planificacion y ejecucion de campanas publicitarias, incluyendo el manejo efectivo de presupuestos.• Capacidad de analisis y optimizacion de estrategias para alcanzar los objetivos propuestos.Ofrecemos:• Oportunidad de aprendizaje y desarrollo en el area de marketing digital.• Un ambiente dinamico y colaborativo.• Trabajo remoto y beneficios de ley.• Crecimiento profesional dentro de la empresa.-Requerimientos- Educacion minima: Universidad1 ano de experienciaIdiomas: EspanolEdad: entre 23 y 30 anosConocimientos: Gestion de ventas, Marketing, Marketing estrategico, Planificacion estrategicaPalabras clave: ayudante, asistente, auxiliar, aux, auxiliary, assistant, helper, aide, mercadotecnia, marketing, mercadeo, online"
Tecnicos En Refrigeracion Y Climatizacion Industrial,None,/tecnicos-en-refrigeracion-y-climatizacion-industrial-en-guayaquil-ID-1289711,None,None,"Buscamos tecnico en refrigeracion con experiencia en instalacion, mantenimiento y reparacion de equipos de refrigeracion y aire acondicionado en el area industrial.Conocimientos principales y basicos dentro del area... Interesados enviar CV a ******"
Tecnicos En Refrigeracion Y Climatizacion Industrial,None,/tecnicos-en-refrigeracion-y-climatizacion-industrial-en-guayaquil-ID-1289729,None,None,"Tiempo CompletoBuscamos tecnico en refrigeracion con experiencia en instalacion, mantenimiento y reparacion de equipos de refrigeracion y aire acondicionado en el area industrial. Conocimientos principales y basicos dentro del area... Interesados enviar CV a ******Tecnico Graduado1 ano"
"Tencnicos Instaladores De Redes De Cableado Estructurado Y Redes Electricas ,",None,/tencnicos-instaladores-de-redes-de-cableado-estructurado-y-redes-electricas-en-quito-ID-1289730,None,None,"Tiempo CompletoSe busca tecnicos instaladores de redes de cableado estructurado y redes electricas , se requiere conocimiento en instalacion de tuberia conduit y rigida, bandeja portacable, paso de cable y de preferencia experiencia en instalacion de fibra optica y conectorizacion de cable UTP/FTP.Se requiere disponibilidad inmediata para incorporarse al proyecto, favor enviar CV hasta el 15/ 0 1/ 2 0 2 5Importante enviar la hoja de vida al correo ******"
Consultor De Marketing Y Relaciones Publicas,None,/consultor-de-marketing-y-relaciones-publicas-en-quito-ID-1289520,None,None,Empresa consultora requiere contratar un:CONSULTOR DE MKT Y RELACIONES PUBLICAS para este cargo se requiere que cumplas con estas funciones y retos:- reuniones semanales con clientes - generar contenido organico y pagado para conseguir prospectos- creacion de guiones para videos publicitarios - entrega de servicios en el tiempo establecido con la satisfaccion del cliente Imprescindible que se tenga experiencia en pautaje (meta- Google adds)
Tecnico De Aires Acondicionados Y Linea Blanca,None,/tecnico-de-aires-acondicionados-y-linea-blanca-en-pedernales-ID-1289522,None,None,"PARA MANABINos encontramos en la busqueda de tecnicos para linea blanca con el siguiente perfil:Requisitos 2 anos de experiencia en reparacion y mantenimiento de aires acondicionados, cocinas, lavadora y demas artefactos del hogarHerramientas propias (de preferencia)Movilizacion propia Excelente actitud con ganas de ganar dineroSe ofrece Sueldo a convenir Ambiente agradable de trabajo Aplicar al correo ******"
Desarrollador Oracle,None,/desarrollador-oracle-en-guayaquil-ID-1289539,None,None,Sipecom S.A. es una empresa de servicios de desarrollo de software con mas de 20 anos de experiencia en el mercado.Nos encontramos actualmente en la busqueda de un DESARROLLADOR ORACLE.para TRABAJO INMEDIATO en modalidad PRESENCIAL.Formacion: Ing./ Lic.en Sistemas o afinesExperiencia requerida para perfil: Minimo 2 anosModalidad: Presencial – GuayaquilConocimientos:Plsql/ OracleJasper ReportsCrystal ReportsAplicaciones Java Desktop.NET (deseable) Competencias:CompromisoResponsabilidadIniciativa y proactividad Escribenos por interno o envianos un correo a ******
Administrador,None,/administrador-en-pichincha-ID-1289540,None,None,"Estamos buscando un Administrador de Restaurante para unirse al equipo Katari CumbayaRequisitos:Titulo de tercer nivel (indispensable).Disponibilidad para trabajar en horario nocturno.Experiencia minima de 2 anos administrando tiendas comerciales o restaurantes.Habilidad en manejo de personal y liderazgo.Conocimientos en aplicativos electronicos y manejo avanzado de Excel.Ingles (preferible).Ofrecemos:Salario competitivo de $1,000.Todos los beneficios de ley.Dos dias libres a la semana.Oportunidad de crecimiento en una empresa en constante expansion.Si cumples con los requisitos y estas listo para liderar un equipo dinamico, queremos conocerte"
Liderazgo Tecnico,None,/liderazgo-tecnico-en-ecuador-ID-1289558,None,None,"En NEORIS es un acelerador Digital que ayuda a las companias a entrar en el futuro, teniendo 20 anos de experiencia como Socios Digitales de algunas de las mayores companias del mundo. Somos mas de 4,000 profesionales en 11 paises, con nuestra cultura multicultural de startup en donde cultivamos innovacion, aprendizaje continuo para crear soluciones de alto valor para nuestros clientes.Estamos en busqueda del talento que ocupe la posicion como Lider Tecnico: Principales responsabilidades: Liderar y coordinar al equipo tecnico garantizando la calidad y eficiencia del trabajo, enfocado en velar por la aplicacion de los lineamientos y estandares tecnologicos en cada fase del desarrollo y/o implantacion del software en las plataformas tecnologicas definidas internamente, acompanando al Dueno de Producto y siendo el nexo fundamental entre todas las areas intervinientes: Negocio, Arquitectura, Desarrollo, DevSecOps, SQA, Infraestructura, Cloud, Datos. Toma decisiones arquitectonicas a nivel de codigo y dirige la implementacion. Entrena activamente al equipo para resolver problemas complejos. Asegurar el trabajo del equipo tecnico hacia el cumplimiento de los objetivos asignados. Requerimientos: Profesional en Ingenieria de Sistemas o similares con mas de 5 anos de experiencia en el campo.  Conocimiento en al menos un lenguaje escrito estaticamente Java, Scala Trayectoria como lider de desarrollo de aplicaciones a gran escala, especialmente usando JAVA.  Familiarizado con entornos de nube y practicas DevOps. Experiencia en liderazgo o mentoria de equipos.  Ofrecemos Seguro de vida Seguro medico privado Crecimiento Profesional Prestaciones de Ley Te invitamos a conocernos en http://www.neoris.com, Facebook, LinkedIn, Twitter o Instagram: @NEORIS.William Mina#LI-WM1"
Qa Manual,None,/qa-manual-en-ecuador-ID-1289560,None,None,"En NEORIS es un acelerador Digital que ayuda a las companias a entrar en el futuro, teniendo 20 anos de experiencia como Socios Digitales de algunas de las mayores companias del mundo. Somos mas de 4,000 profesionales en 11 paises, con nuestra cultura multicultural de startup en donde cultivamos innovacion, aprendizaje continuo para crear soluciones de alto valor para nuestros clientes.Estamos en busqueda de QA Manual,Profesional en Ingenieria de sistemas con experiencia en:• Conocimiento de Testing: unitario, funcional, de integracion, regresion• Metodologias Agiles / Cascada, Tradicional.• Manejo de control de versiones GIT, Gitlab, SVN.• Conocimiento en herramientas para Debugging.• Manejo de control de versiones GIT, REPOS.Observaciones Deseables: Proactivo, con Sentido de urgencia, Abierto al cambio, Trabajo bajo presion, Trabajo en Equipo.Pruebas manuales en plataformas digitales, cubriendo tanto aplicaciones moviles como de E-commerce. Experiencia de 3 o mas anoOfrecemos: Seguro de vida Seguro medico privado Crecimiento Profesional  Prestaciones de Ley  Te invitamos a conocernos en http://www.neoris.com, Facebook, LinkedIn, Twitter o Instagram: @NEORIS.Karen Garcia#LI-KG1"
Programador // Quito,None,/programador-quito-en-quito-ID-1289406,None,None,"Tu mision:- Disenar, desarrollar e implementar el software interno empresarial, asi como ofrecer soluciones tecnologicas para la automatizacion del servicio logistico.Tu Perfil:- Formacion: Ing.de Sistemas o afines - Experiencia : 3 anos en desarrollo de ERP.- Residencia: Quito Que esperamos de ti: - Conocimientos contables, documentos electronicos SRI y patrones de software empresariales/logisticos (indispensable).- Dominio de lenguajes de programacion: PHP, Laravel, JavaScript, Python, React.- Desarrollo movil y frameworks- Bases de datos y lenguaje de consultas estructurado- Protocolos y lenguajes de comunicacion y REST, SOAP- Familiaridad con arquitectura N-Capas y Clean Code- Metodologias de analisis, testing y metodologias agiles- GIT y servidores de aplicaciones en sistemas Linux"
Av Technician And Helpdesk Support,None,/av-technician-and-helpdesk-support-en-quito-ID-1289491,None,None,"Opal Group organizes live conferences catered to top executives and decision-markers. We provide high-quality events and information through unparalleled speaking sessions, workshops, and unique face-to-face networking opportunities. We are seeking a highly motivated and seasoned AV Technician and Helpdesk Support to join our team. This is a unique opportunity for someone with a passion for technology and customer service, as you will be responsible for handling AV equipment onsite during events and providing helpdesk assistance and onboarding support to our clients remotely. The ideal applicant will have great communication and interpersonal skills, as well as a professional look and manner, and will travel about once per month. Location: Remote 70%, Travel 30% Type of Job: FT International Consultant Salary: $1000 USD per month **Only Resume and Cover Letters in English will be accepted** Primary Responsibility: Onsite AV Tech:Handle audio-visual equipment setup and assistance during eventsInteract with clients and deliver outstanding customer service on-site. Ensure a quality AV setup for events.Maintain and arrange audiovisual equipmentAdhere to proper business clothing and appearance requirementsRemote Helpdesk Support & Onboarding:Provide end users with technical help and assistanceAssist with technological installs, updates, and troubleshootingOffer onboarding assistance to new usersEffectively communicate with end users to address their technical needsHelpdesk support and onboarding best practices and technology should be kept current.Qualifications:Valid travel documents for US entry required. Proven expertise as an AV Technician or Helpdesk Support Specialist is required.Strong interpersonal and communication skills.Effectiveness in interacting with clients and end users.Outstanding customer service abilities and a professional demeanor.Solid organizational and time management competencies.Capability to operate in a dynamic and fast-paced workplace. Capability to travel about once per month.A high school diploma or GED is required; a bachelor's degree in a relevant discipline is preferred.If you are an independent individual who loves technology and customer service, you are encouraged to apply for this exciting position. Disclaimer: Opal Group does not ask for any personal information or payments during the recruitment process. Equal pay for equal work. EEO-ACA Compliance."
Desarrollador Oracle,None,/desarrollador-oracle-en-guayaquil-ID-1289509,None,None,Tiempo CompletoSipecom S.A. es una empresa de servicios de desarrollo de software con mas de 20 anos de experiencia en el mercado. Nos encontramos actualmente en la busqueda de un DESARROLLADOR ORACLE. para TRABAJO INMEDIATO en modalidad PRESENCIAL.Formacion: Ing./ Lic. en Sistemas o afinesExperiencia requerida para perfil: Minimo 2 anosModalidad: Presencial – GuayaquilConocimientos:Plsql/ OracleJasper ReportsCrystal ReportsAplicaciones Java Desktop.NET (deseable)Competencias:CompromisoResponsabilidadIniciativa y proactividadEscribenos por interno o envianos un correo a ******Universidad Completa3-4 anos
Senorita Buena Presencia Con Conocimientos De Computacion,None,/senorita-buena-presencia-con-conocimientos-de-computacion-en-quito-ID-1289244,None,None,"Manejo de redes sociales, mantenimiento de equipos, redes, cursos de capacitacion, venta de partes y piezas.Apoyo en los proyectos tecnologicos y gerenciales.Configuracion e instalacion de equipos."
Administrador,None,/administrador-en-cotopaxi-ID-1289319,None,None,•Polifuncional •Notables capacidades para resolver problemas •Disponibilidad para residir fuera de la ciudad •Tiempo completo •Estudios afines al cargo •Experiencia minima 3 anos
Tecnico En Climatizacion,None,/tecnico-en-climatizacion-en-guayaquil-ID-1289327,None,None,Actualmente la empresa MARVICLIMA S.A. esta en busqueda de tecnicos en climatizacion los cuales se encargaran de realizar mantenimiento y repacion en equipos de climatizacion
Analista De Soporte Tecnico,None,/analista-de-soporte-tecnico-en-quito-ID-1289332,None,None,"Tercer ano aprobado de educacion superior, Tecnico o Tecnologo.1 ano en Computacion, Diseno y Administracion de Redes y bases de datos, Desarrollo y analisis de software y aplicaciones, Sistemas de Informacion. Brindar soporte presencial y telematico a los usuarios de los sistemas que se encuentran implementados en la Compania; Ejecutar procesos y procedimientos de mantenimiento, depuracion, y mejora de los sistemas en base a un plan anual disenado y aprobado por la Unidad de Control y Planificacion;  Proponer y ejecutar la respectiva priorizacion de los requerimientos de los usuarios en cuanto a hardware y software; Controlar y reportar a los niveles superiores de la Compania, el cumplimiento y avance del servicio prestado por parte de los proveedores; Proponer mejoras en la arquitectura e infraestructura sobre la cual funcionan los sistemas de soporte; Brindar capacitacion en el manejo de los sistemas de la Compania; Revisar y monitorear los archivos de Logs de los aplicativos, con el fin de identificar alertas del comportamiento del sistema, y notificar de manera inmediata a los niveles superiores."
Sr. Devops Engineer,None,/sr-devops-engineer-en-ecuador-ID-1289375,None,None,"Mindtech is looking for a highly skilled and experienced Senior DevOps Engineer to join our team and work with a leading cybersecurity company. The ideal candidate will have extensive experience in Terraform, Helms, cloud platforms (AWS, Azure, GCP), and CI/CD processes. This role requires a strong background in Linux administration, scripting, and automation, as well as a deep understanding of containerization and serverless architecture. Responsibilities: Develop, maintain, and execute Terraform scripts for provisioning and managing cloud infrastructure.Implement and manage Helm charts, including structure, installation, and deployments.Troubleshoot Helm issues and execute basic and complex Helm commands.Collaborate with development and operations teams to implement ArgoCD for continuous deployment.Administer and optimize Linux systems to ensure high availability and performance.Develop and maintain automation scripts using Bash, Python, and Ansible.Manage containerized applications using Docker and Kubernetes.Design and implement CI/CD pipelines using GitLab to streamline development and deployment processes.Work with serverless architecture to optimize resource usage and scalability.Ensure security best practices are followed throughout the DevOps processes. Requirements: Bachelor's degree in Computer Science, Engineering, or related field.Minimum of 6 years of experience in Linux administration.Extensive experience with Terraform for infrastructure as code (IaC).Proficient in Helm, including structure, installation, deployments, and troubleshooting.Experience with cloud platforms AWS, Azure, and GCP.Strong knowledge of ArgoCD for continuous deployment.Proficiency in scripting languages such as Bash and Python.Experience with Ansible for configuration management and automation.Hands-on experience with Docker and Kubernetes for container orchestration.Expertise in CI/CD processes using GitLab.Knowledge of serverless architecture and its implementation. Desired Skills: Strong problem-solving and troubleshooting skills.Excellent communication and collaboration abilities.Ability to work effectively in a fast-paced, dynamic environment.Experience in the cybersecurity industry is a plus. If you are a seasoned DevOps professional looking for an exciting opportunity to work with a leading cybersecurity company through Mindtech, we encourage you to apply. Join us and be a part of a team dedicated to pushing the boundaries of technology and security. General Conditions 100% remoteUSD based salary15 vacation daysLocal holidays"
Asistente Tecnico,None,/asistente-tecnico-en-machala-ID-1289225,None,None,"Los asistentes tecnicos son empleados administrativos de nivel junior que informan directamente al gerente de la empresa o al lider del equipo.Su funcion es brindar soporte administrativo y tecnico a los clientes comerciales o al equipo interno.Los asistentes tecnicos trabajan en una variedad de campos que incluyen atencion medica, informatica, fabricacion y banca."
Asesor Tecnico Y De Servicios Automotrices,None,/asesor-tecnico-y-de-servicios-automotrices-en-quito-ID-1289164,None,None,"Se requiere profesional en el area automotriz con mas de 3 anos de experiencia y titulo profesional, con conocimientos en atencion al cliente, mecanica y diagnostico automotriz, agilidad mental, alta capacidad de resolucion de problemas, proactividad iniciativa y trabajo bajo presion, rango de edad entre los 20 y 32 anos."
Operador De Consola,None,/operador-de-consola-en-guayaquil-ID-1289165,None,None,"Empresa de seguridad privada Ocavip se encuentra en la busqueda de un Operador de consola con el siguiente perfil Cargo :Operador de consola Cuidad :Guayaquil Requisitos -Genero: Masculino-Altura:1.68-Titulo de bachiller -Movilizacion propia(Deseable) -Curso de nivel 1 ,nivel 2 y curso de consola del ministerio de interior -experiencia de 1 a 2 anos en seguridad Se ofrece sueldo mas beneficios sociales"
Tecnico Tercero En Seguridad Electronica,None,/tecnico-tercero-en-seguridad-electronica-en-guayaquil-ID-1289190,None,None,"Requisitos:- Certificado tecnico o titulo en electronica, telecomunicaciones o similares.- Experiencia previa en la instalacion, mantenimiento y reparacion de sistemas de seguridad electronica y telecomunicaciones.- Conocimiento en el manejo de herramientas y tecnologias electronicas.- Habilidad para comunicarse eficazmente con los clientes y el equipo de trabajo.- Capacidad para trabajar de forma independiente y en equipo.Responsabilidades:- Mantenimiento y reparacion de sistemas de seguridad electronica y telecomunicaciones como alarmas, camaras de seguridad, control de accesos, entre otros.- Evaluacion de las necesidades del cliente y recomendacion de soluciones efectivas para satisfacer sus requerimientos.- Identificacion y solucion de problemas en los sistemas de seguridad y comunicacion.- Mantenimiento de registros precisos de las actividades realizadas y los materiales utilizados.Ofrecemos:-Oportunidades de capacitacion y desarrollo profesional.-Ambiente de trabajo dinamico y colaborativo."
Soporte Tecnico,None,/soporte-tecnico-en-quito-ID-1288830,None,None,VACANTES PARA EL SUR DE QUITOFUNCIONES:- Diagnostico de problemas tecnicos- Asistencia remota y presencial de clientes- Gestion de incidencias- Pruebas de funcionamiento- Documentacion tecnicaREQUISITOS:- Manejo utilitario de office- Conocimiento en soporte- Conocimiento en sistemas informaticos- Comunicativo
Tecnico En Climatizacion Manta,None,/tecnico-en-climatizacion-manta-en-manta-ID-1288856,None,None,"- Tecnologo en Climatizacion, Refrigeracion o afines.- 2 anos de experiencia- Conocimientos en sistemas de mantenimiento de refrigeracion.- Instalacion de aires acondicionados.Beneficios de salario"
Experto Azure Devops - Gestion De Proyectos,None,/experto-azure-devops-gestion-de-proyectos-en-quito-ID-1288868,None,None,"Estamos buscando un experto en Azure DevOps con enfoque en gestion de proyectos para unirse a nuestro equipo de tecnologia.El candidato seleccionado sera responsable de crear, gestionar y optimizar procesos de desarrollo de software utilizando Azure DevOps.Responsabilidades:- Crear y gestionar Epics, Features, User Stories y tareas en Azure DevOps- Configurar y administrar Areas y Iteraciones para proyectos Agile- Definir y mantener la estructura de carpetas y permisos en Azure DevOps- Crear y gestionar Kanban boards y dashboards para seguimiento de proyectos- Configurar y administrar flujos de trabajo y estados de trabajo en Azure DevOps- Integrar Azure DevOps con otras herramientas de desarrollo (GitHub, Jenkins, etc.)- Realizar analisis y reportes de metricas de proyecto (velocidad, calidad, etc.)- Colaborar con equipos de desarrollo para asegurar la adopcion de mejores practicas en Azure DevOps- Proporcionar soporte tecnico y capacitacion a usuarios en Azure DevOpsRequisitos:- Experiencia de al menos 3 anos en Azure DevOps, enfocado en gestion de proyectos- Conocimientos avanzados de Azure DevOps, incluyendo:- Gestion de proyectos Agile- Epics, Features, User Stories y tareas- Areas y Iteraciones- Kanban boards y dashboards- Flujos de trabajo y estados de trabajo- Experiencia en integracion con otras herramientas de desarrollo- Conocimientos de metodologias Agile y Scrum- Excelente comunicacion y habilidades de trabajo en equipoDeseable:- Certificacion en Azure DevOps- Experiencia en desarrollo de software en .NET o Java- Conocimientos de herramientas de automatizacion de pruebas y despliegue continuo- Experiencia en implementacion de DevOps en entornos empresariales"
Asistente De Tecnologias De La Informacion (Gatekeeper),None,/asistente-de-tecnologias-de-la-informacion-gatekeeper-en-quito-ID-1288905,None,None,"Requisitos:- Formacion Tercer Nivel, graduado con tecnologia o licenciatura en Sistemas y Redes, Mecatronica o afines.- Experiencia laboral en trabajos afines de 3 anos minimo.- Edad entre 25 y 30 anos; sexo indistinto.- Practica de gestion tecnica operativa que aporte valor y soluciones.- Aspiracion a aprender sobre maquinaria y su funcionamiento.- Dominio de programacion en al menos 2 herramientas, mas Excel.Principales Funciones:- Soporte a la Red.- Instalacion de equipos informaticos y telecomunicaciones.- Mantenimiento de equipos informaticos.- Soporte a usuarios de la empresa.- Otras actividades inherentes al departamento.Pretension salarial: SBU, mas extras e indicadores USD$ 800.00"
